FH^1^1.0.0^TP^12^2019070409:16:32+0530^45^34173cb38f07f89ddbebc2ac9128303f
BH^2^TPC^00123212
BD^3^100120023270^A^TRN^20185581843^P^20180704^2018070413:21:11+0530^2018070418:52:39+0530
BD^3^100120023270^A^TRN^20185581039^P^20180704^2018070413:21:56+0530^2018070418:46:54+0530
